Direccion;Canal;Segmento;Fecha de creacion;Dia de la semana;Numero de semana;Cod Persona;Campaña de referencia
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;31078660;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;18/04/2026;sábado;16;11644101;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;23941080;EPE-FC-202602 - EPE- 202602
Inbound;Onsite;Pop-Up;13/04/2026;lunes;16;40140410;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;44786900;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;44786900;Pregrado-AC-202602 
Inbound;Web;Gracias landing;17/04/2026;viernes;16;49619620;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49557260;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;17/04/2026;viernes;16;49557260;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49605760;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49419470;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49584210;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;49515830;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;45720660;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpc22_promotor_colegio_150426;16/04/2026;jueves;16;40949260;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49194490;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;14/04/2026;martes;16;23062180;EPE-FC-202602 - EPE- 202602
Inbound;SMS;Mkt Directo;16/04/2026;jueves;16;33467450;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;47144420;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;14/04/2026;martes;16;49587060;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;15/04/2026;miércoles;16;49588720;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;45629690;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49583220;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;42358130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;30785220;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;19/04/2026;domingo;16;5887440;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49499710;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;35818370;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;35818370;Pregrado-AC-202602 
Inbound;Web;Pag institucional;19/04/2026;domingo;16;45148580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46758980;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49507630;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;18/04/2026;sábado;16;43352180;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;11537581;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49643180;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;14/04/2026;martes;16;11349520;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;46497710;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;42369050;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;42369050;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;43740270;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;35238880;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;44761490;Pregrado-AC-202602 
Inbound;Web;Pag institucional;14/04/2026;martes;16;49576080;Pregrado-AC-202602 
Inbound;Google;Extensión;14/04/2026;martes;16;49581370;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;42360290;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;42886580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42886580;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;2910690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;43154750;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;45973050;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48867060;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;13/04/2026;lunes;16;49564860;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;39729970;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;24639130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;24639130;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46978810;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;15/04/2026;miércoles;16;49220180;Pregrado-AC-202602 
Inbound;Google;Extensión;14/04/2026;martes;16;44202260;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;46716040;Pregrado-AC-202602 
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;11334920;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49222240;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;755291;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;49557280;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;17/04/2026;viernes;16;46205720;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47248670;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49612150;EPE-FC-202602 - EPE- 202602
Inbound;SMS;Mkt Directo;16/04/2026;jueves;16;48868650;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;5103950;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;48394010;Pregrado-AC-202602 
Inbound;Web;Portal;14/04/2026;martes;16;22776210;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;48543420;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;14/04/2026;martes;16;45968640;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;49577960;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;45206710;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46513410;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;46513410;Pregrado-AC-202602 
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;44302240;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;46421880;Pregrado-AC-202602 
Inbound;Web;Portal;18/04/2026;sábado;16;49062030;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;16/04/2026;jueves;16;44311910;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;40027100;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49202990;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;28635400;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;28635400;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página Principal;14/04/2026;martes;16;45589710;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;42753120;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;4943480;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;39079480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49565390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;49565390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49565390;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42892440;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;39657040;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;39657040;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;18/04/2026;sábado;16;1469680;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46524210;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;18/04/2026;sábado;16;1408571;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;29806970;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugcip452_cierre_por_inactividad_1504;15/04/2026;miércoles;16;49100690;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49100690;Pregrado-AC-202602 
Inbound;Web;Gracias landing;14/04/2026;martes;16;24106280;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;49401400;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;32700040;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;47975450;Pregrado-AC-202602 
Inbound;Web;Gracias landing;16/04/2026;jueves;16;49607040;Pregrado-AC-202602 
Inbound;Web;Portal;19/04/2026;domingo;16;9750310;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;49599690;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugrew431_registro_web_130426;14/04/2026;martes;16;48942120;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;19133820;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49289350;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;46914430;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49568320;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49615800;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46902440;Pregrado-AC-202602 
Outbound;WhatsApp;ugfowpe647_formulario_web_periodo_anterior_1304;16/04/2026;jueves;16;49606020;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47205910;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42594340;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;9692830;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;32440070;Pregrado-AC-202602 
Outbound;WhatsApp;wafowa459_incre_formulario_web_contactados_16042026;16/04/2026;jueves;16;16414920;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;29078540;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;44703840;Pregrado-AC-202602 
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;48166590;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias landing;15/04/2026;miércoles;16;2343211;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;11399360;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49365050;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;16/04/2026;jueves;16;49602490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49602490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49602490;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46652770;Pregrado-AC-202602 
Inbound;Web;Botón Página carrera;13/04/2026;lunes;16;43073940;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;44096000;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;46858390;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;15/04/2026;miércoles;16;49523470;EPE-FC-202602 - EPE- 202602
Inbound;Web;Portal;19/04/2026;domingo;16;46392180;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;42158900;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49572770;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;43936590;Pregrado-AC-202602 
Inbound;Web;Portal;16/04/2026;jueves;16;49602090;EPE-FC-202602 - EPE- 202602
Inbound;Web;Gracias portal;17/04/2026;viernes;16;49619970;Pregrado-AC-202602 
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45678780;MEDICINA - Pregrado-AC-202701
Outbound;WhatsApp;ugpm27_total_pre_medicina_base_preliminar_15042026;15/04/2026;miércoles;16;45393920;MEDICINA - Pregrado-AC-202701
Inbound;Web;Convalidador;13/04/2026;lunes;16;49563610;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49481600;Pregrado-AC-202602 
Inbound;Web;Convalidador;18/04/2026;sábado;16;34318250;EPE-FC-202602 - EPE- 202602
Inbound;Web;Botón Página carrera;13/04/2026;lunes;16;49565560;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;3663220;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46018150;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;42340630;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;44765870;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;40369170;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;40369170;Pregrado-AC-202602 
Inbound;Onsite;Pop-Up;17/04/2026;viernes;16;44948720;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46937410;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;46937410;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45539380;Pregrado-AC-202602 
Inbound;Web;Gracias principal;14/04/2026;martes;16;48062750;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;48062750;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;42692350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;42692350;Pregrado-AC-202602 
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;48214070;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;44685600;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;42059860;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;18/04/2026;sábado;16;41563660;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;42974430;Pregrado-AC-202602- RA
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;38691710;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;49517650;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;38214260;EPE-FC-202602 - EPE- 202602
Inbound;Email;Email bienvenida;14/04/2026;martes;16;49561260;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;48563150;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49488250;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;48294680;MEDICINA - Pregrado-AC-202701
Inbound;Web;Banner principal;14/04/2026;martes;16;49154820;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;44573950;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;38881930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;38881930;Pregrado-AC-202602 
Inbound;Web;Gracias landing;18/04/2026;sábado;16;49646230;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49320110;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;49320110;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45604260;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;45604260;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;38796070;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;42317500;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;34110340;Pregrado-AC-202602 
Inbound;Web;Gracias pag Facultad;13/04/2026;lunes;16;44286570;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;44280990;Pregrado-AC-202602 
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;11902151;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;49098190;MEDICINA - Pregrado-AC-202701
Inbound;Web;Gracias landing;17/04/2026;viernes;16;45650390;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugraul651_ra_ultimo_periodo_feeder_aaa;17/04/2026;viernes;16;42292700;Pregrado-AC-202602- RA
Outbound;WhatsApp;ugprp646_proximo_periodo_130426;14/04/2026;martes;16;48400480;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;42856070;Pregrado-AC-202602 
Inbound;Web;Banner principal;17/04/2026;viernes;16;48795930;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;49427540;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;42333580;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;37127940;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;37127940;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;37127940;Pregrado-AC-202602 
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49494140;Pregrado-AC-202602 
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;47742910;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;44605950;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;38133610;Pregrado-AC-202602 
Inbound;Web;Gracias landing;19/04/2026;domingo;16;49652350;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;19/04/2026;domingo;16;49454860;Pregrado-AC-202602 
Outbound;WhatsApp;ugles537_leads_semanales_170426;17/04/2026;viernes;16;49538910;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;1003641;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;18/04/2026;sábado;16;47413430;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;16/04/2026;jueves;16;31924200;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49429430;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;1472630;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;wacoy648_inicial_contactados_y_interesados_15042026;15/04/2026;miércoles;16;46940530;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugfw400_formulario_web_130426;15/04/2026;miércoles;16;49448080;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46206270;Pregrado-AC-202602 
Inbound;Otras fuentes;Otras fuentes;15/04/2026;miércoles;16;46206270;Pregrado-AC-202602 
Inbound;Web;Portal;15/04/2026;miércoles;16;49600350;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;13/04/2026;lunes;16;49567730;EPE-FC-202602 - EPE- 202602
Inbound;Otras fuentes;Otras fuentes;14/04/2026;martes;16;18855330;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugprmpo649_increm_pre_medicina_postulantes_no_incorporados_16042026;16/04/2026;jueves;16;38472930;MEDICINA - Pregrado-AC-202701
Inbound;Otras fuentes;Otras fuentes;17/04/2026;viernes;16;43519570;Pregrado-AC-202602 
Inbound;Web;Botón Página Principal;18/04/2026;sábado;16;47803040;Pregrado-AC-202602 
Outbound;WhatsApp;waprpin404_incial_proximo_periodo_16042026;16/04/2026;jueves;16;49464360;EPE-FC-202602 - EPE- 202602
Inbound;Web;Convalidador;19/04/2026;domingo;16;10039310;EPE-FC-202602 - EPE- 202602
Outbound;WhatsApp;ugpmfo96_increm_pre_medicina_form_web_16042026;16/04/2026;jueves;16;38116440;MEDICINA - Pregrado-AC-202701
